order_id,order_date,region,channel,category,product,units,unit_price_usd,discount_rate,net_sales_usd,cogs_usd,gross_profit_usd,returned
NG-00823,2024-07-29,South,Online,Living,Linen Throw,1,96,0,96,49,47,False
NG-00824,2024-07-29,East,Online,Kitchen,Ceramic Dinner Set,1,112,0.1,100.8,57,43.8,False
NG-00825,2024-07-29,North,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-00826,2024-07-30,South,Online,Living,Linen Throw,3,96,0.05,273.6,147,126.6,False
NG-00827,2024-07-30,East,Marketplace,Kitchen,Cast Iron Pan,1,135,0.05,128.25,80,48.25,False
NG-00828,2024-07-30,South,Online,Kitchen,Pour Over Kit,2,79,0.15,134.3,76,58.3,False
NG-00829,2024-07-30,South,Online,Home Office,Monitor Riser,1,72,0.2,57.6,33,24.6,False
NG-00830,2024-07-31,West,Marketplace,Living,Linen Throw,1,96,0.05,91.2,49,42.2,False
NG-00831,2024-07-31,East,Online,Living,Linen Throw,1,96,0,96,49,47,False
NG-00832,2024-07-31,East,Online,Everyday,Travel Backpack,1,129,0.15,109.65,68,41.65,False
NG-00833,2024-07-31,East,Retail,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-00834,2024-08-01,South,Retail,Living,Linen Throw,4,96,0,384,196,188,False
NG-00835,2024-08-01,South,Marketplace,Everyday,Travel Backpack,1,129,0.05,122.55,68,54.55,False
NG-00836,2024-08-01,North,Marketplace,Kitchen,Cast Iron Pan,1,135,0.1,121.5,80,41.5,False
NG-00837,2024-08-01,East,Online,Everyday,Travel Backpack,3,129,0.15,328.95,204,124.95,False
NG-00838,2024-08-01,East,Retail,Living,Oak Side Table,1,189,0,189,112,77,False
NG-00839,2024-08-01,East,Marketplace,Kitchen,Pour Over Kit,1,79,0.15,67.15,38,29.15,False
NG-00840,2024-08-02,East,Online,Home Office,Desk Lamp,1,58,0.1,52.2,28,24.2,False
NG-00841,2024-08-02,North,Marketplace,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-00842,2024-08-02,North,Marketplace,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-00843,2024-08-02,North,Marketplace,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-00844,2024-08-03,North,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-00845,2024-08-03,South,Retail,Everyday,Canvas Tote,2,32,0,64,24,40,False
NG-00846,2024-08-03,North,Marketplace,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-00847,2024-08-03,West,Retail,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-00848,2024-08-04,South,Online,Everyday,Insulated Bottle,4,42,0,168,72,96,False
NG-00849,2024-08-04,East,Marketplace,Living,Oak Side Table,2,189,0.05,359.1,224,135.1,False
NG-00850,2024-08-04,North,Marketplace,Living,Linen Throw,1,96,0.05,91.2,49,42.2,False
NG-00851,2024-08-04,North,Online,Everyday,Canvas Tote,2,32,0.1,57.6,24,33.6,False
NG-00852,2024-08-04,North,Online,Living,Linen Throw,2,96,0.1,172.8,98,74.8,False
NG-00853,2024-08-04,South,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-00854,2024-08-04,South,Retail,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-00855,2024-08-05,West,Retail,Everyday,Insulated Bottle,1,42,0.1,37.8,18,19.8,False
NG-00856,2024-08-05,South,Marketplace,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-00857,2024-08-05,West,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-00858,2024-08-05,East,Retail,Home Office,Desk Lamp,3,58,0,174,84,90,False
NG-00859,2024-08-06,East,Retail,Everyday,Insulated Bottle,2,42,0,84,36,48,False
NG-00860,2024-08-06,South,Retail,Living,Oak Side Table,1,189,0.1,170.1,112,58.1,False
NG-00861,2024-08-06,East,Online,Living,Accent Cushion,2,46,0.1,82.8,40,42.8,False
NG-00862,2024-08-06,East,Retail,Home Office,Desk Lamp,1,58,0.15,49.3,28,21.3,False
NG-00863,2024-08-06,South,Online,Living,Linen Throw,4,96,0.15,326.4,196,130.4,False
NG-00864,2024-08-06,South,Retail,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-00865,2024-08-06,West,Marketplace,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-00866,2024-08-07,North,Marketplace,Home Office,Monitor Riser,1,72,0.05,0,0,0,True
NG-00867,2024-08-07,North,Retail,Living,Linen Throw,2,96,0.1,172.8,98,74.8,False
NG-00868,2024-08-08,South,Retail,Living,Accent Cushion,1,46,0.15,39.1,20,19.1,False
NG-00869,2024-08-08,South,Retail,Living,Accent Cushion,1,46,0.1,41.4,20,21.4,False
NG-00870,2024-08-08,South,Retail,Living,Linen Throw,2,96,0,192,98,94,False
NG-00871,2024-08-08,East,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-00872,2024-08-08,West,Online,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-00873,2024-08-08,South,Online,Everyday,Insulated Bottle,1,42,0.1,0,0,0,True
NG-00874,2024-08-08,North,Marketplace,Everyday,Insulated Bottle,2,42,0.05,79.8,36,43.8,False
NG-00875,2024-08-09,West,Online,Living,Oak Side Table,2,189,0.15,321.3,224,97.3,False
NG-00876,2024-08-09,North,Marketplace,Everyday,Insulated Bottle,2,42,0.1,75.6,36,39.6,False
NG-00877,2024-08-09,West,Marketplace,Home Office,Desk Lamp,2,58,0.05,110.2,56,54.2,False
NG-00878,2024-08-09,West,Online,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-00879,2024-08-10,West,Retail,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-00880,2024-08-10,West,Online,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-00881,2024-08-10,East,Marketplace,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-00882,2024-08-10,South,Marketplace,Living,Accent Cushion,1,46,0.15,39.1,20,19.1,False
NG-00883,2024-08-11,North,Marketplace,Living,Oak Side Table,3,189,0.05,538.65,336,202.65,False
NG-00884,2024-08-11,East,Marketplace,Kitchen,Pour Over Kit,1,79,0.1,71.1,38,33.1,False
NG-00885,2024-08-11,West,Retail,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-00886,2024-08-12,North,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-00887,2024-08-12,South,Marketplace,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-00888,2024-08-13,North,Retail,Living,Linen Throw,3,96,0.05,273.6,147,126.6,False
NG-00889,2024-08-14,North,Retail,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-00890,2024-08-14,South,Retail,Home Office,Desk Lamp,1,58,0.2,46.4,28,18.4,False
NG-00891,2024-08-14,North,Online,Home Office,Desk Lamp,3,58,0,174,84,90,False
NG-00892,2024-08-14,North,Marketplace,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-00893,2024-08-15,South,Marketplace,Everyday,Insulated Bottle,3,42,0.1,113.4,54,59.4,False
NG-00894,2024-08-15,North,Retail,Home Office,Monitor Riser,2,72,0,144,66,78,False
NG-00895,2024-08-15,South,Online,Everyday,Travel Backpack,1,129,0.15,109.65,68,41.65,False
NG-00896,2024-08-15,South,Online,Living,Linen Throw,1,96,0,96,49,47,False
NG-00897,2024-08-16,South,Online,Living,Linen Throw,1,96,0.05,91.2,49,42.2,False
NG-00898,2024-08-16,North,Marketplace,Everyday,Travel Backpack,1,129,0.05,122.55,68,54.55,False
NG-00899,2024-08-16,West,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-00900,2024-08-17,East,Online,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-00901,2024-08-17,North,Marketplace,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-00902,2024-08-17,East,Retail,Everyday,Travel Backpack,1,129,0.05,122.55,68,54.55,False
NG-00903,2024-08-17,South,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-00904,2024-08-17,North,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-00905,2024-08-17,South,Marketplace,Living,Accent Cushion,1,46,0.15,39.1,20,19.1,False
NG-00906,2024-08-18,North,Online,Home Office,Ergonomic Chair,3,245,0,735,432,303,False
NG-00907,2024-08-18,West,Retail,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-00908,2024-08-18,West,Retail,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-00909,2024-08-18,East,Retail,Kitchen,Cast Iron Pan,2,135,0,270,160,110,False
NG-00910,2024-08-18,North,Online,Everyday,Insulated Bottle,1,42,0.1,37.8,18,19.8,False
NG-00911,2024-08-18,West,Marketplace,Kitchen,Cast Iron Pan,1,135,0.05,128.25,80,48.25,False
NG-00912,2024-08-18,North,Marketplace,Living,Linen Throw,1,96,0.1,86.4,49,37.4,False
NG-00913,2024-08-18,East,Online,Everyday,Insulated Bottle,1,42,0.1,37.8,18,19.8,False
NG-00914,2024-08-18,North,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-00915,2024-08-18,East,Marketplace,Kitchen,Pour Over Kit,1,79,0.1,71.1,38,33.1,False
NG-00916,2024-08-19,East,Online,Living,Oak Side Table,2,189,0.2,302.4,224,78.4,False
NG-00917,2024-08-19,South,Online,Living,Oak Side Table,1,189,0,189,112,77,False
NG-00918,2024-08-20,West,Marketplace,Everyday,Canvas Tote,4,32,0.05,121.6,48,73.6,False
NG-00919,2024-08-20,East,Online,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-00920,2024-08-20,North,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-00921,2024-08-20,North,Retail,Home Office,Monitor Riser,3,72,0,216,99,117,False
NG-00922,2024-08-21,East,Online,Everyday,Insulated Bottle,2,42,0,84,36,48,False
NG-00923,2024-08-21,South,Marketplace,Home Office,Monitor Riser,2,72,0.05,136.8,66,70.8,False
NG-00924,2024-08-21,South,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-00925,2024-08-21,South,Online,Kitchen,Ceramic Dinner Set,1,112,0.15,95.2,57,38.2,False
NG-00926,2024-08-21,East,Marketplace,Living,Oak Side Table,2,189,0.05,359.1,224,135.1,False
NG-00927,2024-08-21,North,Retail,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-00928,2024-08-21,South,Marketplace,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-00929,2024-08-22,East,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-00930,2024-08-22,South,Marketplace,Living,Oak Side Table,2,189,0.05,359.1,224,135.1,False
NG-00931,2024-08-22,West,Marketplace,Living,Linen Throw,1,96,0.05,0,0,0,True
NG-00932,2024-08-22,North,Retail,Living,Linen Throw,1,96,0,96,49,47,False
NG-00933,2024-08-22,East,Online,Everyday,Canvas Tote,3,32,0,96,36,60,False
NG-00934,2024-08-23,North,Online,Everyday,Travel Backpack,2,129,0.1,232.2,136,96.2,False
NG-00935,2024-08-23,North,Retail,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-00936,2024-08-23,East,Retail,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-00937,2024-08-23,North,Marketplace,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-00938,2024-08-24,North,Retail,Everyday,Canvas Tote,2,32,0,64,24,40,False
NG-00939,2024-08-24,East,Retail,Kitchen,Pour Over Kit,1,79,0.1,71.1,38,33.1,False
NG-00940,2024-08-24,East,Online,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-00941,2024-08-24,South,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-00942,2024-08-24,North,Online,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-00943,2024-08-24,North,Retail,Living,Linen Throw,1,96,0,96,49,47,False
NG-00944,2024-08-24,South,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-00945,2024-08-24,East,Retail,Living,Accent Cushion,1,46,0.15,39.1,20,19.1,False
NG-00946,2024-08-25,West,Online,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-00947,2024-08-25,East,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-00948,2024-08-25,North,Online,Everyday,Insulated Bottle,2,42,0.15,71.4,36,35.4,False
NG-00949,2024-08-25,West,Marketplace,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-00950,2024-08-26,East,Retail,Home Office,Monitor Riser,1,72,0.1,64.8,33,31.8,False
NG-00951,2024-08-26,North,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-00952,2024-08-26,East,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-00953,2024-08-27,East,Marketplace,Everyday,Canvas Tote,1,32,0.05,0,0,0,True
NG-00954,2024-08-27,West,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-00955,2024-08-27,West,Marketplace,Everyday,Insulated Bottle,2,42,0.05,79.8,36,43.8,False
NG-00956,2024-08-27,West,Online,Living,Accent Cushion,2,46,0,92,40,52,False
NG-00957,2024-08-27,North,Marketplace,Home Office,Ergonomic Chair,1,245,0.05,232.75,144,88.75,False
NG-00958,2024-08-27,North,Marketplace,Living,Linen Throw,1,96,0.1,86.4,49,37.4,False
NG-00959,2024-08-28,East,Marketplace,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-00960,2024-08-28,South,Online,Kitchen,Cast Iron Pan,1,135,0,135,80,55,False
NG-00961,2024-08-28,West,Online,Everyday,Travel Backpack,2,129,0.05,245.1,136,109.1,False
NG-00962,2024-08-28,West,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-00963,2024-08-29,South,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-00964,2024-08-29,West,Marketplace,Kitchen,Ceramic Dinner Set,1,112,0.2,89.6,57,32.6,False
NG-00965,2024-08-30,North,Online,Kitchen,Cast Iron Pan,2,135,0,270,160,110,False
NG-00966,2024-08-30,North,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-00967,2024-08-30,East,Online,Everyday,Travel Backpack,1,129,0,0,0,0,True
NG-00968,2024-08-30,North,Marketplace,Everyday,Insulated Bottle,2,42,0.05,79.8,36,43.8,False
NG-00969,2024-08-31,North,Marketplace,Living,Oak Side Table,3,189,0.05,538.65,336,202.65,False
NG-00970,2024-08-31,North,Retail,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-00971,2024-08-31,North,Retail,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-00972,2024-08-31,East,Marketplace,Kitchen,Ceramic Dinner Set,2,112,0.05,212.8,114,98.8,False
NG-00973,2024-08-31,East,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-00974,2024-09-01,North,Online,Home Office,Monitor Riser,1,72,0.1,64.8,33,31.8,False
NG-00975,2024-09-01,West,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-00976,2024-09-01,North,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-00977,2024-09-01,North,Online,Home Office,Desk Lamp,2,58,0.05,110.2,56,54.2,False
NG-00978,2024-09-01,South,Retail,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-00979,2024-09-01,South,Marketplace,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-00980,2024-09-01,North,Marketplace,Home Office,Desk Lamp,2,58,0.05,110.2,56,54.2,False
NG-00981,2024-09-02,South,Online,Living,Linen Throw,2,96,0.05,182.4,98,84.4,False
NG-00982,2024-09-02,East,Retail,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-00983,2024-09-02,North,Online,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-00984,2024-09-02,East,Online,Everyday,Travel Backpack,1,129,0.15,109.65,68,41.65,False
NG-00985,2024-09-03,North,Marketplace,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-00986,2024-09-03,North,Online,Home Office,Desk Lamp,2,58,0.1,0,0,0,True
NG-00987,2024-09-03,East,Retail,Kitchen,Cast Iron Pan,1,135,0,135,80,55,False
NG-00988,2024-09-03,West,Online,Everyday,Travel Backpack,2,129,0,258,136,122,False
NG-00989,2024-09-03,North,Retail,Living,Accent Cushion,1,46,0.1,41.4,20,21.4,False
NG-00990,2024-09-04,South,Online,Living,Linen Throw,1,96,0,96,49,47,False
NG-00991,2024-09-04,South,Online,Home Office,Desk Lamp,1,58,0,0,0,0,True
NG-00992,2024-09-04,South,Marketplace,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-00993,2024-09-04,West,Marketplace,Everyday,Travel Backpack,1,129,0.05,122.55,68,54.55,False
NG-00994,2024-09-04,West,Retail,Kitchen,Pour Over Kit,1,79,0.1,71.1,38,33.1,False
NG-00995,2024-09-04,East,Online,Kitchen,Pour Over Kit,1,79,0.15,67.15,38,29.15,False
NG-00996,2024-09-05,North,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-00997,2024-09-05,South,Online,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-00998,2024-09-05,East,Marketplace,Living,Accent Cushion,1,46,0.1,41.4,20,21.4,False
NG-00999,2024-09-05,East,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-01000,2024-09-05,West,Marketplace,Kitchen,Pour Over Kit,1,79,0.1,71.1,38,33.1,False
NG-01001,2024-09-06,West,Online,Everyday,Insulated Bottle,3,42,0,126,54,72,False
NG-01002,2024-09-06,East,Retail,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-01003,2024-09-06,West,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-01004,2024-09-06,West,Marketplace,Everyday,Travel Backpack,4,129,0.15,438.6,272,166.6,False
NG-01005,2024-09-06,East,Online,Kitchen,Cast Iron Pan,1,135,0,135,80,55,False
NG-01006,2024-09-07,North,Marketplace,Everyday,Canvas Tote,2,32,0.05,60.8,24,36.8,False
NG-01007,2024-09-07,South,Retail,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-01008,2024-09-07,West,Online,Everyday,Insulated Bottle,1,42,0.15,35.7,18,17.7,False
NG-01009,2024-09-07,South,Online,Everyday,Insulated Bottle,1,42,0.2,33.6,18,15.6,False
NG-01010,2024-09-07,East,Online,Home Office,Ergonomic Chair,2,245,0,490,288,202,False
NG-01011,2024-09-07,North,Retail,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-01012,2024-09-08,South,Marketplace,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-01013,2024-09-08,South,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-01014,2024-09-08,East,Marketplace,Kitchen,Pour Over Kit,2,79,0.05,150.1,76,74.1,False
NG-01015,2024-09-08,South,Retail,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-01016,2024-09-08,North,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-01017,2024-09-08,West,Marketplace,Living,Linen Throw,1,96,0.05,91.2,49,42.2,False
NG-01018,2024-09-08,West,Retail,Kitchen,Cast Iron Pan,1,135,0,135,80,55,False
NG-01019,2024-09-08,East,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-01020,2024-09-08,South,Retail,Home Office,Desk Lamp,2,58,0,116,56,60,False
NG-01021,2024-09-08,South,Retail,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-01022,2024-09-09,South,Online,Everyday,Canvas Tote,3,32,0,96,36,60,False
NG-01023,2024-09-09,South,Marketplace,Kitchen,Pour Over Kit,1,79,0.1,71.1,38,33.1,False
NG-01024,2024-09-09,East,Retail,Kitchen,Ceramic Dinner Set,2,112,0.05,212.8,114,98.8,False
NG-01025,2024-09-09,North,Online,Kitchen,Pour Over Kit,1,79,0.2,63.2,38,25.2,False
NG-01026,2024-09-10,West,Online,Home Office,Desk Lamp,1,58,0.2,46.4,28,18.4,False
NG-01027,2024-09-10,South,Online,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-01028,2024-09-10,East,Retail,Kitchen,Ceramic Dinner Set,3,112,0.05,319.2,171,148.2,False
NG-01029,2024-09-10,North,Marketplace,Kitchen,Cast Iron Pan,1,135,0.1,121.5,80,41.5,False
NG-01030,2024-09-10,West,Marketplace,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-01031,2024-09-11,North,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-01032,2024-09-11,North,Marketplace,Home Office,Monitor Riser,1,72,0.1,64.8,33,31.8,False
NG-01033,2024-09-11,North,Retail,Everyday,Canvas Tote,1,32,0.1,28.8,12,16.8,False
NG-01034,2024-09-11,North,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-01035,2024-09-11,East,Online,Kitchen,Cast Iron Pan,1,135,0.05,128.25,80,48.25,False
NG-01036,2024-09-11,South,Online,Living,Linen Throw,1,96,0,96,49,47,False
NG-01037,2024-09-12,South,Retail,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-01038,2024-09-12,North,Online,Everyday,Insulated Bottle,1,42,0.1,37.8,18,19.8,False
NG-01039,2024-09-12,North,Retail,Kitchen,Ceramic Dinner Set,1,112,0.1,100.8,57,43.8,False
NG-01040,2024-09-12,East,Retail,Living,Accent Cushion,2,46,0,92,40,52,False
NG-01041,2024-09-12,South,Online,Everyday,Travel Backpack,2,129,0.2,206.4,136,70.4,False
NG-01042,2024-09-12,South,Marketplace,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-01043,2024-09-13,East,Online,Living,Linen Throw,1,96,0,96,49,47,False
NG-01044,2024-09-13,East,Retail,Home Office,Monitor Riser,1,72,0.15,61.2,33,28.2,False
NG-01045,2024-09-13,South,Online,Kitchen,Pour Over Kit,2,79,0,158,76,82,False
NG-01046,2024-09-14,South,Retail,Home Office,Ergonomic Chair,1,245,0.05,232.75,144,88.75,False
NG-01047,2024-09-14,West,Retail,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-01048,2024-09-14,West,Online,Everyday,Insulated Bottle,2,42,0,84,36,48,False
NG-01049,2024-09-14,North,Retail,Home Office,Desk Lamp,3,58,0.05,0,0,0,True
NG-01050,2024-09-14,East,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-01051,2024-09-14,South,Retail,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-01052,2024-09-14,East,Online,Home Office,Ergonomic Chair,1,245,0.1,220.5,144,76.5,False
NG-01053,2024-09-15,South,Retail,Everyday,Insulated Bottle,2,42,0,84,36,48,False
NG-01054,2024-09-15,South,Retail,Everyday,Canvas Tote,3,32,0.05,91.2,36,55.2,False
NG-01055,2024-09-15,South,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-01056,2024-09-15,North,Online,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-01057,2024-09-16,South,Retail,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-01058,2024-09-16,East,Retail,Everyday,Insulated Bottle,1,42,0.1,37.8,18,19.8,False
NG-01059,2024-09-17,North,Retail,Everyday,Insulated Bottle,2,42,0.15,71.4,36,35.4,False
NG-01060,2024-09-17,South,Online,Home Office,Monitor Riser,2,72,0.1,129.6,66,63.6,False
NG-01061,2024-09-17,North,Retail,Everyday,Canvas Tote,1,32,0.1,28.8,12,16.8,False
NG-01062,2024-09-17,North,Online,Living,Accent Cushion,1,46,0.15,39.1,20,19.1,False
NG-01063,2024-09-18,North,Retail,Everyday,Canvas Tote,1,32,0.1,28.8,12,16.8,False
NG-01064,2024-09-18,East,Retail,Kitchen,Ceramic Dinner Set,2,112,0,224,114,110,False
NG-01065,2024-09-18,North,Online,Living,Accent Cushion,2,46,0,92,40,52,False
NG-01066,2024-09-18,West,Marketplace,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-01067,2024-09-18,West,Retail,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-01068,2024-09-18,North,Retail,Living,Linen Throw,1,96,0,96,49,47,False
NG-01069,2024-09-18,East,Online,Living,Accent Cushion,1,46,0.2,36.8,20,16.8,False
NG-01070,2024-09-19,West,Online,Everyday,Insulated Bottle,3,42,0,126,54,72,False
NG-01071,2024-09-19,West,Online,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-01072,2024-09-19,East,Marketplace,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-01073,2024-09-19,West,Retail,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-01074,2024-09-20,South,Marketplace,Living,Oak Side Table,1,189,0.05,179.55,112,67.55,False
NG-01075,2024-09-20,North,Retail,Home Office,Monitor Riser,1,72,0.15,61.2,33,28.2,False
NG-01076,2024-09-20,North,Online,Home Office,Desk Lamp,1,58,0.15,49.3,28,21.3,False
NG-01077,2024-09-21,East,Online,Everyday,Insulated Bottle,3,42,0.1,113.4,54,59.4,False
NG-01078,2024-09-21,North,Retail,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-01079,2024-09-21,East,Online,Living,Linen Throw,4,96,0.15,326.4,196,130.4,False
NG-01080,2024-09-21,East,Marketplace,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-01081,2024-09-21,West,Retail,Home Office,Ergonomic Chair,2,245,0,490,288,202,False
NG-01082,2024-09-22,North,Marketplace,Home Office,Monitor Riser,2,72,0.05,136.8,66,70.8,False
NG-01083,2024-09-22,West,Marketplace,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-01084,2024-09-22,East,Retail,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-01085,2024-09-22,West,Marketplace,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-01086,2024-09-22,South,Online,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-01087,2024-09-23,South,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-01088,2024-09-23,North,Retail,Everyday,Insulated Bottle,1,42,0.15,0,0,0,True
NG-01089,2024-09-23,North,Retail,Home Office,Desk Lamp,4,58,0.05,220.4,112,108.4,False
NG-01090,2024-09-23,North,Online,Living,Accent Cushion,2,46,0.15,78.2,40,38.2,False
NG-01091,2024-09-23,West,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-01092,2024-09-24,West,Marketplace,Kitchen,Pour Over Kit,1,79,0.15,67.15,38,29.15,False
NG-01093,2024-09-24,North,Online,Living,Oak Side Table,1,189,0.1,170.1,112,58.1,False
NG-01094,2024-09-24,South,Retail,Kitchen,Pour Over Kit,2,79,0.05,150.1,76,74.1,False
NG-01095,2024-09-24,South,Online,Kitchen,Ceramic Dinner Set,2,112,0,224,114,110,False
NG-01096,2024-09-24,East,Retail,Kitchen,Pour Over Kit,1,79,0.15,67.15,38,29.15,False
NG-01097,2024-09-25,South,Retail,Home Office,Monitor Riser,1,72,0.1,64.8,33,31.8,False
NG-01098,2024-09-25,North,Retail,Everyday,Canvas Tote,2,32,0.05,60.8,24,36.8,False
NG-01099,2024-09-25,North,Online,Kitchen,Pour Over Kit,1,79,0.1,71.1,38,33.1,False
NG-01100,2024-09-25,East,Marketplace,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-01101,2024-09-25,South,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
